manufacturer,Flight_Date,arr_delay,carrier,tailnum,origin
EMBRAER,1/4/2013,21,B6,N273JB,JFK
EMBRAER,1/4/2013,33,B6,N284JB,JFK
AIRBUS,1/4/2013,-35,US,N535UW,JFK
BOEING,1/4/2013,-47,DL,N379DA,JFK
EMBRAER,1/4/2013,9,B6,N296JB,JFK
BOEING,1/4/2013,2,AA,N327AA,JFK
BOEING,1/4/2013,-12,AA,N324AA,JFK
AIRBUS,1/4/2013,7,B6,N589JB,JFK
BOEING,1/4/2013,-36,UA,N518UA,JFK
BOEING,1/4/2013,-30,DL,N3767,JFK
"BOMBARDIER INC",1/4/2013,126,9E,N600LR,JFK
EMBRAER,1/4/2013,-11,B6,N307JB,JFK
BOEING,1/4/2013,-55,UA,N512UA,JFK
BOEING,1/4/2013,-30,DL,N3748Y,JFK
EMBRAER,1/4/2013,2,B6,N249JB,JFK
AIRBUS,1/4/2013,61,B6,N570JB,JFK
EMBRAER,1/4/2013,7,B6,N198JB,JFK
BOEING,1/4/2013,-42,DL,N387DA,JFK
EMBRAER,1/4/2013,-7,B6,N353JB,JFK
AIRBUS,1/4/2013,-39,B6,N603JB,JFK
EMBRAER,1/4/2013,24,B6,N203JB,JFK
EMBRAER,1/4/2013,65,B6,N179JB,JFK
BOEING,1/4/2013,-15,DL,N3753,JFK
BOEING,1/4/2013,-33,AA,N319AA,JFK
EMBRAER,1/4/2013,21,B6,N296JB,JFK
AIRBUS,1/4/2013,13,B6,N591JB,JFK
BOEING,1/4/2013,-23,UA,N554UA,JFK
EMBRAER,1/4/2013,26,B6,N284JB,JFK
EMBRAER,1/4/2013,4,B6,N216JB,JFK
EMBRAER,1/4/2013,3,B6,N307JB,JFK
EMBRAER,1/4/2013,-26,B6,N309JB,JFK
EMBRAER,1/4/2013,36,B6,N193JB,JFK
AIRBUS,1/4/2013,14,B6,N579JB,JFK
AIRBUS,1/4/2013,-11,B6,N599JB,JFK
AIRBUS,1/4/2013,32,B6,N597JB,JFK
"AIRBUS INDUSTRIE",1/4/2013,0,DL,N336NW,JFK
BOEING,1/4/2013,-8,DL,N3745B,JFK
BOEING,1/4/2013,-49,DL,N3743H,JFK
BOEING,1/4/2013,-20,UA,N18112,JFK
"AIRBUS INDUSTRIE",1/4/2013,-20,DL,N336NB,JFK
BOEING,1/4/2013,-13,DL,N3757D,JFK
EMBRAER,1/4/2013,-6,B6,N294JB,JFK
BOEING,1/4/2013,-47,DL,N399DA,JFK
BOEING,1/4/2013,-7,DL,N394DA,JFK
EMBRAER,1/4/2013,20,B6,N265JB,JFK
"BOMBARDIER INC",1/4/2013,10,9E,N602LR,JFK
AIRBUS,1/4/2013,-22,US,N541UW,JFK
BOEING,1/4/2013,15,AA,N373AA,JFK
BOEING,1/4/2013,-36,AA,N336AA,JFK
"AIRBUS INDUSTRIE",1/4/2013,98,B6,N534JB,JFK
AIRBUS,1/4/2013,-10,DL,N361NB,JFK
BOEING,1/4/2013,-37,DL,N3751B,JFK
BOEING,1/4/2013,51,AA,N325AA,JFK
EMBRAER,1/4/2013,16,B6,N304JB,JFK
BOEING,1/4/2013,-37,DL,N3771K,JFK
EMBRAER,1/4/2013,2,B6,N203JB,JFK
AIRBUS,1/4/2013,83,B6,N590JB,JFK
BOEING,1/4/2013,-37,UA,N508UA,JFK
AIRBUS,1/4/2013,-17,B6,N594JB,JFK
AIRBUS,1/4/2013,2,B6,N615JB,JFK
BOEING,1/4/2013,-12,AA,N358AA,JFK
EMBRAER,1/4/2013,45,B6,N179JB,JFK
BOEING,1/4/2013,-23,DL,N3756,JFK
EMBRAER,1/4/2013,5,B6,N284JB,JFK
EMBRAER,1/4/2013,-21,B6,N267JB,JFK
BOEING,1/4/2013,-28,UA,N517UA,JFK
AIRBUS,1/4/2013,-4,B6,N547JB,JFK
AIRBUS,1/4/2013,17,US,N544UW,JFK
AIRBUS,1/4/2013,-28,B6,N612JB,JFK
EMBRAER,1/4/2013,1,B6,N273JB,JFK
BOEING,1/4/2013,-33,UA,N505UA,JFK
BOEING,1/4/2013,-2,DL,N3734B,JFK
AIRBUS,1/4/2013,-41,DL,N376NW,JFK
BOEING,1/4/2013,-13,DL,N3738B,JFK
AIRBUS,1/4/2013,-9,B6,N613JB,JFK
BOEING,1/4/2013,-47,DL,N3769L,JFK
BOEING,1/4/2013,-39,DL,N3768,JFK
"AIRBUS INDUSTRIE",1/4/2013,-12,DL,N327NW,JFK
BOEING,1/4/2013,-27,DL,N3744F,JFK
BOEING,1/4/2013,1,AA,N338AA,JFK
EMBRAER,1/4/2013,64,B6,N309JB,JFK
"AIRBUS INDUSTRIE",1/4/2013,-23,DL,N302NB,JFK
"AIRBUS INDUSTRIE",1/4/2013,47,B6,N524JB,JFK
BOEING,1/4/2013,97,AA,N332AA,JFK
BOEING,1/4/2013,-40,UA,N557UA,JFK
EMBRAER,1/4/2013,5,B6,N279JB,JFK
EMBRAER,1/4/2013,-10,B6,N294JB,JFK
EMBRAER,1/4/2013,-8,B6,N296JB,JFK
AIRBUS,1/4/2013,-13,B6,N536JB,JFK
EMBRAER,1/4/2013,-9,B6,N249JB,JFK
AIRBUS,1/4/2013,55,B6,N570JB,JFK
"AIRBUS INDUSTRIE",1/4/2013,172,B6,N523JB,JFK
AIRBUS,1/4/2013,-8,B6,N559JB,JFK
BOEING,1/4/2013,-45,AA,N323AA,JFK
EMBRAER,1/4/2013,-18,B6,N216JB,JFK
AIRBUS,1/4/2013,-9,B6,N606JB,JFK
EMBRAER,1/4/2013,-25,B6,N284JB,JFK
AIRBUS,1/4/2013,-9,B6,N593JB,JFK
AIRBUS,1/4/2013,-14,B6,N594JB,JFK
"BARKER JACK L",1/4/2013,14,B6,N531JB,JFK
EMBRAER,1/4/2013,58,B6,N179JB,JFK
AIRBUS,1/4/2013,-2,B6,N579JB,JFK
EMBRAER,1/4/2013,12,B6,N187JB,JFK
"AIRBUS INDUSTRIE",1/4/2013,18,B6,N519JB,JFK
EMBRAER,1/4/2013,51,B6,N309JB,JFK
AIRBUS,1/4/2013,-8,B6,N599JB,JFK
AIRBUS,1/5/2013,18,B6,N592JB,JFK
BOEING,1/5/2013,-23,UA,N34137,JFK
AIRBUS,1/5/2013,13,B6,N589JB,JFK
BOEING,1/5/2013,-18,UA,N512UA,JFK
AIRBUS,1/5/2013,-7,B6,N583JB,JFK
"AIRBUS INDUSTRIE",1/5/2013,-6,B6,N534JB,JFK
AIRBUS,1/5/2013,-15,US,N550UW,JFK
BOEING,1/5/2013,-15,DL,N3739P,JFK
EMBRAER,1/5/2013,10,B6,N346JB,JFK
AIRBUS,1/5/2013,-6,B6,N621JB,JFK
EMBRAER,1/5/2013,-2,B6,N281JB,JFK
AIRBUS,1/5/2013,7,B6,N570JB,JFK
BOEING,1/5/2013,-8,DL,N175DN,JFK
AIRBUS,1/5/2013,39,B6,N552JB,JFK
BOEING,1/5/2013,16,AA,N324AA,JFK
"AIRBUS INDUSTRIE",1/5/2013,-23,DL,N319US,JFK
AIRBUS,1/5/2013,-2,DL,N339NB,JFK
EMBRAER,1/5/2013,1,B6,N183JB,JFK
BOEING,1/5/2013,-17,DL,N307DQ,JFK
BOEING,1/5/2013,-17,DL,N3744F,JFK
EMBRAER,1/5/2013,1,B6,N309JB,JFK
BOEING,1/5/2013,6,UA,N12116,JFK
"AIRBUS INDUSTRIE",1/5/2013,12,B6,N523JB,JFK
EMBRAER,1/5/2013,5,B6,N179JB,JFK
BOEING,1/5/2013,-14,AA,N328AA,JFK
AIRBUS,1/5/2013,-11,HA,N381HA,JFK
EMBRAER,1/5/2013,24,B6,N198JB,JFK
EMBRAER,1/5/2013,8,B6,N249JB,JFK
AIRBUS,1/5/2013,7,B6,N580JB,JFK
EMBRAER,1/5/2013,-12,B6,N192JB,JFK
AIRBUS,1/5/2013,0,B6,N564JB,JFK
AIRBUS,1/5/2013,10,B6,N618JB,JFK
AIRBUS,1/5/2013,-15,B6,N590JB,JFK
AIRBUS,1/5/2013,-5,B6,N599JB,JFK
AIRBUS,1/5/2013,-2,US,N548UW,JFK
BOEING,1/5/2013,11,AA,N338AA,JFK
EMBRAER,1/5/2013,21,B6,N274JB,JFK
AIRBUS,1/5/2013,-10,B6,N568JB,JFK
BOEING,1/5/2013,-21,UA,N508UA,JFK
EMBRAER,1/5/2013,-12,B6,N294JB,JFK
BOEING,1/5/2013,49,AA,N327AA,JFK
EMBRAER,1/5/2013,17,B6,N281JB,JFK
"AIRBUS INDUSTRIE",1/5/2013,63,B6,N504JB,JFK
AIRBUS,1/5/2013,-1,B6,N593JB,JFK
EMBRAER,1/5/2013,-10,B6,N183JB,JFK
BOEING,1/5/2013,-26,DL,N3751B,JFK
BOEING,1/5/2013,71,AA,N329AA,JFK
EMBRAER,1/5/2013,17,B6,N249JB,JFK
EMBRAER,1/5/2013,21,B6,N279JB,JFK
BOEING,1/5/2013,-9,DL,N3757D,JFK
BOEING,1/5/2013,-10,AA,N336AA,JFK
AIRBUS,1/5/2013,-12,B6,N599JB,JFK
AIRBUS,1/5/2013,0,B6,N584JB,JFK
EMBRAER,1/5/2013,40,B6,N274JB,JFK
EMBRAER,1/5/2013,51,B6,N283JB,JFK
BOEING,1/5/2013,-8,UA,N555UA,JFK
EMBRAER,1/5/2013,-4,B6,N309JB,JFK
"BOMBARDIER INC",1/5/2013,-16,9E,N602LR,JFK
EMBRAER,1/5/2013,17,B6,N294JB,JFK
EMBRAER,1/5/2013,-9,B6,N346JB,JFK
AIRBUS,1/5/2013,6,B6,N589JB,JFK
EMBRAER,1/5/2013,7,B6,N192JB,JFK
"AIRBUS INDUSTRIE",1/5/2013,16,B6,N510JB,JFK
AIRBUS,1/5/2013,14,B6,N559JB,JFK
BOEING,1/5/2013,-6,UA,N517UA,JFK
BOEING,1/5/2013,-16,AA,N332AA,JFK
"AIRBUS INDUSTRIE",1/5/2013,0,DL,N357NW,JFK
EMBRAER,1/5/2013,-6,B6,N179JB,JFK
EMBRAER,1/5/2013,-21,B6,N353JB,JFK
BOEING,1/5/2013,-16,DL,N3771K,JFK
BOEING,1/5/2013,-28,DL,N382DA,JFK
BOEING,1/5/2013,-19,DL,N3756,JFK
BEECH,1/5/2013,-3,AA,N615AA,JFK
BOEING,1/5/2013,-24,DL,N394DA,JFK
"AIRBUS INDUSTRIE",1/5/2013,-17,DL,N327NW,JFK
BOEING,1/5/2013,-9,DL,N3731T,JFK
AIRBUS,1/5/2013,-19,US,N544UW,JFK
EMBRAER,1/5/2013,-26,B6,N183JB,JFK
BOEING,1/5/2013,-28,AA,N323AA,JFK
EMBRAER,1/5/2013,1,B6,N247JB,JFK
AIRBUS,1/5/2013,-18,B6,N621JB,JFK
AIRBUS,1/5/2013,-13,DL,N371NB,JFK
"AIRBUS INDUSTRIE",1/5/2013,73,B6,N534JB,JFK
AIRBUS,1/5/2013,-8,B6,N618JB,JFK
BOEING,1/5/2013,-37,DL,N3734B,JFK
EMBRAER,1/5/2013,-15,B6,N279JB,JFK
"AIRBUS INDUSTRIE",1/5/2013,-22,B6,N529JB,JFK
BOEING,1/5/2013,-21,DL,N3752,JFK
BOEING,1/5/2013,-35,DL,N3769L,JFK
BOEING,1/5/2013,-25,AA,N373AA,JFK
BOEING,1/5/2013,-10,UA,N505UA,JFK
AIRBUS,1/5/2013,12,B6,N592JB,JFK
BOEING,1/5/2013,-8,AA,N357AA,JFK
AIRBUS,1/5/2013,7,B6,N585JB,JFK
AIRBUS,1/5/2013,-9,B6,N579JB,JFK
BOEING,1/5/2013,0,DL,N381DN,JFK
AIRBUS,1/5/2013,20,US,N547UW,JFK
EMBRAER,1/5/2013,21,B6,N229JB,JFK
AIRBUS,1/5/2013,3,B6,N615JB,JFK
EMBRAER,1/5/2013,9,B6,N296JB,JFK
"AIRBUS INDUSTRIE",1/5/2013,9,B6,N523JB,JFK
EMBRAER,1/5/2013,-18,B6,N198JB,JFK
BOEING,1/5/2013,7,DL,N3759,JFK
AIRBUS,1/5/2013,-1,DL,N361NB,JFK
"AIRBUS INDUSTRIE",1/5/2013,-28,DL,N347NW,JFK
"BOMBARDIER INC",1/5/2013,24,9E,N602LR,JFK
"ROBINSON HELICOPTER CO",1/5/2013,-18,B6,N537JB,JFK
"BOMBARDIER INC",1/5/2013,-24,9E,N601LR,JFK
BOEING,1/5/2013,-16,DL,N180DN,JFK
BOEING,1/5/2013,-2,UA,N557UA,JFK
BOEING,1/5/2013,-4,AA,N335AA,JFK
"BOMBARDIER INC",1/5/2013,-3,9E,N600LR,JFK
BOEING,1/5/2013,-41,DL,N387DA,JFK
BOEING,1/5/2013,-16,DL,N3730B,JFK
BOEING,1/5/2013,-11,DL,N3754A,JFK
"BOMBARDIER INC",1/5/2013,-24,9E,N604LR,JFK
"AIRBUS INDUSTRIE",1/5/2013,-34,DL,N316NB,JFK
"AIRBUS INDUSTRIE",1/5/2013,24,B6,N505JB,JFK
EMBRAER,1/5/2013,-10,B6,N307JB,JFK
EMBRAER,1/5/2013,18,B6,N274JB,JFK
EMBRAER,1/5/2013,4,B6,N353JB,JFK
EMBRAER,1/5/2013,7,B6,N249JB,JFK
AIRBUS,1/5/2013,-11,B6,N612JB,JFK
AIRBUS,1/5/2013,5,B6,N536JB,JFK
EMBRAER,1/5/2013,5,B6,N281JB,JFK
AIRBUS,1/5/2013,87,B6,N565JB,JFK
AIRBUS,1/5/2013,-2,B6,N556JB,JFK
EMBRAER,1/5/2013,-17,B6,N346JB,JFK
EMBRAER,1/5/2013,-12,B6,N183JB,JFK
BOEING,1/5/2013,10,AA,N320AA,JFK
EMBRAER,1/5/2013,6,B6,N229JB,JFK
AIRBUS,1/5/2013,51,B6,N554JB,JFK
AIRBUS,1/5/2013,1,B6,N585JB,JFK
EMBRAER,1/5/2013,-11,B6,N273JB,JFK
EMBRAER,1/5/2013,-20,B6,N294JB,JFK
"AIRBUS INDUSTRIE",1/5/2013,37,B6,N506JB,JFK
EMBRAER,1/5/2013,22,B6,N198JB,JFK
AIRBUS,1/5/2013,81,B6,N594JB,JFK
EMBRAER,1/5/2013,61,B6,N228JB,JFK
AIRBUS,1/5/2013,-17,B6,N583JB,JFK
AIRBUS,1/6/2013,9,B6,N606JB,JFK
BOEING,1/6/2013,5,AA,N612AA,JFK
BOEING,1/6/2013,0,UA,N512UA,JFK
AIRBUS,1/6/2013,9,B6,N587JB,JFK
AIRBUS,1/6/2013,-1,B6,N568JB,JFK
BOEING,1/6/2013,-2,DL,N397DA,JFK
AIRBUS,1/6/2013,-7,B6,N618JB,JFK
AIRBUS,1/6/2013,20,B6,N603JB,JFK
AIRBUS,1/6/2013,0,B6,N589JB,JFK
EMBRAER,1/6/2013,64,B6,N283JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,11,B6,N534JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,1,B6,N504JB,JFK
BOEING,1/6/2013,-7,AA,N329AA,JFK
EMBRAER,1/6/2013,-2,B6,N317JB,JFK
BOEING,1/6/2013,-6,AA,N323AA,JFK
AIRBUS,1/6/2013,83,US,N519UW,JFK
BOEING,1/6/2013,-6,UA,N517UA,JFK
"AIRBUS INDUSTRIE",1/6/2013,-14,DL,N335NW,JFK
EMBRAER,1/6/2013,10,B6,N198JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,2,DL,N316NB,JFK
BOEING,1/6/2013,-25,DL,N374DA,JFK
AIRBUS,1/6/2013,11,B6,N593JB,JFK
BOEING,1/6/2013,-8,DL,N304DQ,JFK
BOEING,1/6/2013,-15,DL,N3748Y,JFK
EMBRAER,1/6/2013,17,B6,N228JB,JFK
EMBRAER,1/6/2013,-9,B6,N298JB,JFK
"BOMBARDIER INC",1/6/2013,-10,9E,N601LR,JFK
BOEING,1/6/2013,5,UA,N12116,JFK
EMBRAER,1/6/2013,24,B6,N284JB,JFK
BOEING,1/6/2013,14,AA,N327AA,JFK
EMBRAER,1/6/2013,4,B6,N273JB,JFK
AIRBUS,1/6/2013,14,B6,N613JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,11,B6,N521JB,JFK
AIRBUS,1/6/2013,18,B6,N606JB,JFK
EMBRAER,1/6/2013,77,B6,N229JB,JFK
EMBRAER,1/6/2013,31,B6,N281JB,JFK
AIRBUS,1/6/2013,1,B6,N583JB,JFK
BOEING,1/6/2013,-11,DL,N618DL,JFK
AIRBUS,1/6/2013,-7,US,N546UW,JFK
EMBRAER,1/6/2013,1,B6,N348JB,JFK
AIRBUS,1/6/2013,28,HA,N385HA,JFK
BOEING,1/6/2013,-27,AA,N335AA,JFK
BOEING,1/6/2013,-5,AA,N328AA,JFK
EMBRAER,1/6/2013,73,B6,N187JB,JFK
BOEING,1/6/2013,-32,UA,N508UA,JFK
AIRBUS,1/6/2013,14,B6,N571JB,JFK
BOEING,1/6/2013,7,DL,N3765,JFK
BOEING,1/6/2013,-20,DL,N3753,JFK
BOEING,1/6/2013,-2,UA,N554UA,JFK
AIRBUS,1/6/2013,24,B6,N590JB,JFK
EMBRAER,1/6/2013,18,B6,N353JB,JFK
EMBRAER,1/6/2013,0,B6,N249JB,JFK
BOEING,1/6/2013,-7,AA,N324AA,JFK
BEECH,1/6/2013,-4,AA,N615AA,JFK
AIRBUS,1/6/2013,11,B6,N568JB,JFK
EMBRAER,1/6/2013,4,B6,N198JB,JFK
EMBRAER,1/6/2013,-8,B6,N274JB,JFK
AIRBUS,1/6/2013,-13,B6,N587JB,JFK
BOEING,1/6/2013,0,DL,N3734B,JFK
AIRBUS,1/6/2013,-21,VX,N621VA,JFK
EMBRAER,1/6/2013,65,B6,N229JB,JFK
AIRBUS,1/6/2013,6,B6,N603JB,JFK
EMBRAER,1/6/2013,-8,B6,N309JB,JFK
EMBRAER,1/6/2013,33,B6,N348JB,JFK
BOEING,1/6/2013,-22,UA,N518UA,JFK
EMBRAER,1/6/2013,8,B6,N298JB,JFK
"BOMBARDIER INC",1/6/2013,2,9E,N601LR,JFK
EMBRAER,1/6/2013,17,B6,N187JB,JFK
EMBRAER,1/6/2013,0,B6,N273JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,80,B6,N519JB,JFK
EMBRAER,1/6/2013,34,B6,N353JB,JFK
BOEING,1/6/2013,-10,UA,N14102,JFK
AIRBUS,1/6/2013,3,B6,N618JB,JFK
EMBRAER,1/6/2013,60,B6,N283JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,2,DL,N337NW,JFK
BOEING,1/6/2013,-8,DL,N3769L,JFK
BOEING,1/6/2013,-19,AA,N338AA,JFK
BOEING,1/6/2013,12,DL,N387DA,JFK
AIRBUS,1/6/2013,-3,DL,N371NB,JFK
BOEING,1/6/2013,-5,DL,N3752,JFK
BOEING,1/6/2013,-14,DL,N382DA,JFK
BOEING,1/6/2013,8,DL,N175DN,JFK
EMBRAER,1/6/2013,18,B6,N284JB,JFK
CESSNA,1/6/2013,26,AA,N364AA,JFK
AIRBUS,1/6/2013,-10,US,N547UW,JFK
EMBRAER,1/6/2013,39,B6,N328JB,JFK
BOEING,1/6/2013,-13,AA,N320AA,JFK
"AIRBUS INDUSTRIE",1/6/2013,-39,DL,N336NB,JFK
BOEING,1/6/2013,-30,DL,N3759,JFK
EMBRAER,1/6/2013,-4,B6,N198JB,JFK
BOEING,1/6/2013,-30,DL,N3751B,JFK
AIRBUS,1/6/2013,30,B6,N606JB,JFK
AIRBUS,1/6/2013,-17,B6,N621JB,JFK
AIRBUS,1/6/2013,10,B6,N554JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,-10,B6,N504JB,JFK
EMBRAER,1/6/2013,75,B6,N206JB,JFK
BOEING,1/6/2013,-22,UA,N557UA,JFK
BOEING,1/6/2013,5,AA,N325AA,JFK
BOEING,1/6/2013,-2,DL,N3744F,JFK
EMBRAER,1/6/2013,2,B6,N309JB,JFK
BOEING,1/6/2013,8,AA,N363AA,JFK
EMBRAER,1/6/2013,-15,B6,N317JB,JFK
AIRBUS,1/6/2013,16,US,N509AY,JFK
BOEING,1/6/2013,39,AA,N354AA,JFK
EMBRAER,1/6/2013,94,B6,N229JB,JFK
BOEING,1/6/2013,-21,UA,N505UA,JFK
EMBRAER,1/6/2013,1,B6,N281JB,JFK
BOEING,1/6/2013,7,DL,N3771K,JFK
EMBRAER,1/6/2013,36,B6,N337JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,-34,DL,N315US,JFK
BOEING,1/6/2013,-28,DL,N391DA,JFK
"AIRBUS INDUSTRIE",1/6/2013,-6,DL,N342NW,JFK
BOEING,1/6/2013,-18,AA,N339AA,JFK
BOEING,1/6/2013,11,DL,N1613B,JFK
BOEING,1/6/2013,-38,DL,N398DA,JFK
AIRBUS,1/6/2013,25,B6,N595JB,JFK
BOEING,1/6/2013,-25,DL,N386DA,JFK
AIRBUS,1/6/2013,36,B6,N590JB,JFK
BOEING,1/6/2013,8,DL,N3764D,JFK
"BOMBARDIER INC",1/6/2013,2,9E,N601LR,JFK
"AIRBUS INDUSTRIE",1/6/2013,-28,DL,N319NB,JFK
AIRBUS,1/6/2013,10,B6,N568JB,JFK
EMBRAER,1/6/2013,-17,B6,N183JB,JFK
BOEING,1/6/2013,-36,UA,N512UA,JFK
EMBRAER,1/6/2013,-20,B6,N348JB,JFK
EMBRAER,1/6/2013,0,B6,N328JB,JFK
EMBRAER,1/6/2013,25,B6,N249JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,1,B6,N523JB,JFK
EMBRAER,1/6/2013,-10,B6,N298JB,JFK
AIRBUS,1/6/2013,-14,B6,N593JB,JFK
BOEING,1/6/2013,0,AA,N329AA,JFK
EMBRAER,1/6/2013,-9,B6,N309JB,JFK
AIRBUS,1/6/2013,4,B6,N621JB,JFK
AIRBUS,1/6/2013,-7,B6,N605JB,JFK
AIRBUS,1/6/2013,-3,B6,N569JB,JFK
EMBRAER,1/6/2013,5,B6,N353JB,JFK
EMBRAER,1/6/2013,18,B6,N281JB,JFK
EMBRAER,1/6/2013,13,B6,N279JB,JFK
"AIRBUS INDUSTRIE",1/6/2013,28,B6,N520JB,JFK
AIRBUS,1/6/2013,-4,B6,N583JB,JFK
AIRBUS,1/7/2013,47,B6,N598JB,JFK
BOEING,1/7/2013,-17,UA,N555UA,JFK
AIRBUS,1/7/2013,1,B6,N592JB,JFK
AIRBUS,1/7/2013,-2,US,N524UW,JFK
"BOMBARDIER INC",1/7/2013,-43,9E,N146PQ,JFK
AIRBUS,1/7/2013,-8,B6,N565JB,JFK
BOEING,1/7/2013,-16,UA,N57857,JFK
EMBRAER,1/7/2013,-13,B6,N346JB,JFK
"AIRBUS INDUSTRIE",1/7/2013,-9,B6,N504JB,JFK
AIRBUS,1/7/2013,-16,B6,N612JB,JFK
AIRBUS,1/7/2013,-28,B6,N599JB,JFK
BOEING,1/7/2013,-13,DL,N375DA,JFK
BOEING,1/7/2013,8,UA,N554UA,JFK
BOEING,1/7/2013,-52,AA,N328AA,JFK
EMBRAER,1/7/2013,4,B6,N229JB,JFK
BOEING,1/7/2013,-44,AA,N320AA,JFK
"AIRBUS INDUSTRIE",1/7/2013,-29,DL,N350NA,JFK
BOEING,1/7/2013,-25,UA,N557UA,JFK
EMBRAER,1/7/2013,-24,B6,N339JB,JFK
AIRBUS,1/7/2013,-13,DL,N344NB,JFK
EMBRAER,1/7/2013,-8,B6,N353JB,JFK
BOEING,1/7/2013,-27,DL,N307DQ,JFK
"AIRBUS INDUSTRIE",1/7/2013,-28,B6,N520JB,JFK
EMBRAER,1/7/2013,2,B6,N281JB,JFK
EMBRAER,1/7/2013,-27,B6,N178JB,JFK
"BOMBARDIER INC",1/7/2013,11,9E,N604LR,JFK
EMBRAER,1/7/2013,0,B6,N192JB,JFK
BOEING,1/7/2013,-17,AA,N335AA,JFK
AIRBUS,1/7/2013,-10,B6,N615JB,JFK
EMBRAER,1/7/2013,8,B6,N249JB,JFK
"AIRBUS INDUSTRIE",1/7/2013,-18,B6,N503JB,JFK
EMBRAER,1/7/2013,-18,B6,N179JB,JFK
BOEING,1/7/2013,-38,DL,N3738B,JFK
AIRBUS,1/7/2013,-27,B6,N606JB,JFK
AIRBUS,1/7/2013,97,B6,N564JB,JFK
BOEING,1/7/2013,-44,AA,N325AA,JFK
EMBRAER,1/7/2013,45,B6,N283JB,JFK
AIRBUS,1/7/2013,-18,B6,N591JB,JFK
AIRBUS,1/7/2013,50,HA,N385HA,JFK
BOEING,1/7/2013,-33,DL,N3752,JFK
EMBRAER,1/7/2013,-11,B6,N328JB,JFK
BOEING,1/7/2013,-40,UA,N508UA,JFK
"ROBINSON HELICOPTER CO",1/7/2013,-1,B6,N537JB,JFK
BOEING,1/7/2013,-9,DL,N3755D,JFK
"BOMBARDIER INC",1/7/2013,-9,9E,N602LR,JFK
EMBRAER,1/7/2013,-38,B6,N348JB,JFK
BOEING,1/7/2013,-45,AA,N336AA,JFK
BOEING,1/7/2013,78,AA,N327AA,JFK
EMBRAER,1/7/2013,-9,B6,N183JB,JFK
AIRBUS,1/7/2013,-24,B6,N559JB,JFK
EMBRAER,1/7/2013,9,B6,N353JB,JFK
BOEING,1/7/2013,-39,DL,N386DA,JFK
EMBRAER,1/7/2013,-17,B6,N249JB,JFK
EMBRAER,1/7/2013,-3,B6,N339JB,JFK
EMBRAER,1/7/2013,-10,B6,N192JB,JFK
AIRBUS,1/7/2013,-13,B6,N583JB,JFK
AIRBUS,1/7/2013,-5,B6,N565JB,JFK
BOEING,1/7/2013,250,UA,N12116,JFK
BOEING,1/7/2013,-22,DL,N3759,JFK
EMBRAER,1/7/2013,-20,B6,N179JB,JFK
BOEING,1/7/2013,-17,AA,N332AA,JFK
"AIRBUS INDUSTRIE",1/7/2013,-11,B6,N534JB,JFK
EMBRAER,1/7/2013,-21,B6,N294JB,JFK
BOEING,1/7/2013,-21,UA,N517UA,JFK
EMBRAER,1/7/2013,-14,B6,N281JB,JFK
"BOMBARDIER INC",1/7/2013,-13,9E,N605LR,JFK
AIRBUS,1/7/2013,-1,B6,N599JB,JFK
EMBRAER,1/7/2013,50,B6,N283JB,JFK
EMBRAER,1/7/2013,-9,B6,N328JB,JFK
BOEING,1/7/2013,-20,AA,N373AA,JFK
BOEING,1/7/2013,-40,AA,N338AA,JFK
BOEING,1/7/2013,-38,DL,N398DA,JFK
BOEING,1/7/2013,-1,UA,N14102,JFK
BOEING,1/7/2013,-2,DL,N3766,JFK
"BOMBARDIER INC",1/7/2013,-23,9E,N602LR,JFK
EMBRAER,1/7/2013,-16,B6,N198JB,JFK
"AIRBUS INDUSTRIE",1/7/2013,16,DL,N336NB,JFK
AIRBUS,1/7/2013,-21,B6,N612JB,JFK
BOEING,1/7/2013,-15,DL,N3751B,JFK
EMBRAER,1/7/2013,-12,B6,N183JB,JFK
BOEING,1/7/2013,-32,DL,N382DA,JFK
BOEING,1/7/2013,-21,DL,N175DN,JFK
"AIRBUS INDUSTRIE",1/7/2013,28,DL,N351NW,JFK
EMBRAER,1/7/2013,-18,B6,N353JB,JFK
AIRBUS,1/7/2013,-22,US,N509AY,JFK
BOEING,1/7/2013,-25,AA,N329AA,JFK
AIRBUS,1/7/2013,-47,DL,N371NB,JFK
BOEING,1/7/2013,9,DL,N3771K,JFK
AIRBUS,1/7/2013,-18,B6,N566JB,JFK
AIRBUS,1/7/2013,-27,B6,N608JB,JFK
EMBRAER,1/7/2013,18,B6,N229JB,JFK
BOEING,1/7/2013,-36,DL,N3769L,JFK
EMBRAER,1/7/2013,19,B6,N179JB,JFK
BOEING,1/7/2013,6,UA,N518UA,JFK
EMBRAER,1/7/2013,-5,B6,N216JB,JFK
BOEING,1/7/2013,1,DL,N3754A,JFK
BOEING,1/7/2013,-8,UA,N512UA,JFK
BOEING,1/7/2013,-13,AA,N324AA,JFK
